Herb,Title,Abstract
lemon balm,Psychological risk factors for cardiac-related hospital readmission within 6 months of coronary artery bypass graft surgery - PubMed,"        Objective:                    The objective of this study was to examine the psychological risk factors for cardiac-related readmission within 6 months of coronary artery bypass graft surgery (CABG).                  Methods:                    Consecutive patients awaiting elective CABG (N=119; 100 males and 19 females), with a mean age of 63.3 years, completed a battery of psychosocial measures in a three-stage repeated-measures design. Relevant medical data were also extracted from patients' medical records 6 months postoperatively to allow for the examination of potential covariates.                  Results:                    Two psychological variables, increased postoperative anxiety and increased preoperative depression, were identified as risk factors for cardiac-related readmission independent of the only significant covariate identified, cardiopulmonary bypass time.                  Conclusion:                    Anxiety in the immediate postoperative period and, to a lesser extent, preoperative depression are important determinants of health care utilization postdischarge. Further research to clarify the psychological factors that are predictive of readmission, and that attempt to determine both the underlying cause of readmissions and potential mechanisms through which psychological factors act is recommended. Such research may highlight potential factors to target in interventions and the best time at which to intervene.          "
lemon balm,Diurnal cortisol variation and cortisol response to an MRI stressor in schizophrenia and bipolar disorder - PubMed,"              Markers of HPA axis function, including diurnal cortisol rhythm and cortisol responses to stress or pharmacological manipulation, are increasingly reported as disrupted in schizophrenia (SZ) and bipolar disorder (BD). However, there has been no direct comparison of cortisol responses to stress in SZ and BD in the same study, and associations between cortisol dysfunction and illness characteristics remain unclear. In this study we used spline embedded linear mixed models to examine cortisol levels of SZ and BD participants at waking, during the first 45min after waking (representing the cortisol awakening response; CAR), during the period of rapid cortisol decline post the awakening response, and in reaction to a stressor (MRI scan), relative to healthy controls (HC). Contrary to expectations, neither SZ nor BD showed differences in waking cortisol levels, CAR, or immediate post-CAR decline compared to HC; however, waking cortisol levels were greater in BD relative to SZ. In response to the MRI stressor, the SZ group showed a significant absence of the expected increase in cortisol responsivity to stress, which was seen in both the BD and HC groups. Clinical factors affecting the CAR differed between SZ and BD. In SZ, higher antipsychotic medication dosage was associated with a steeper incline of the CAR, while greater positive symptom severity was associated with a more blunted CAR, and greater levels of anxiety were associated with the blunted cortisol response to stress. In BD, longer illness duration was associated with a steeper incline in CAR and lower levels of waking cortisol. These results suggest that cortisol responses may normalize with medication (in SZ) and longer illness duration (in BD), in line with findings of aberrant cortisol levels in the early stages of psychotic disorders.           "
lemon balm,Improvements in personal resiliency among youth who have completed trauma-focused cognitive behavioral therapy: A preliminary examination - PubMed,"              This preliminary investigation assessed whether different aspects of personal resiliency improved for youth (7-17 years old) impacted by child sexual abuse (CSA) after completing trauma-focused cognitive behavioral therapy (TF-CBT). The Resiliency Scales for Children and Adolescents (RSCA; Prince-Embury, 2007) were administered to 157 youth before and after participating in TF-CBT with their nonoffending caregivers. Hierarchal regression analyses were performed to ascertain whether pretest RSCA resiliency scores moderated decreases in the posttraumatic stress and self-reported depressive symptoms at posttreatment. The RSCA scales did not moderate any of the improvements on the PTSD and depression outcome measures. Paired t-tests between the mean pre- and posttest RSCA Sense of Mastery (MAS), Sense of Relatedness (REL), and Emotional Reactivity (REA) scores demonstrated significant (ps<0.001) improvements on these measures over time. Using residualized posttest scores for the three RSCA scales to assess improvement, significant correlations were found between changes in resiliency and various residualized outcome scores for posttraumatic stress disorder (PTSD) and depression measures. Decreases in the REA scores and increases in the MAS and REL scores were related to fewer symptoms of hypervigilance and less self-reported depression after completing TF-CBT. Only improvements in the REL scores were associated with fewer symptoms of re-experiencing after treatment. The results were discussed as indicating that significant improvements in personal resiliency had occurred over time with effect sizes less than those found for posttraumatic stress symptoms, but comparable to those found for self-reported depression reductions. Limitations and future research recommendations are discussed.          "
lemon balm,Change Across Time in Cancer-Related Traumatic Stress Symptoms of Siblings of Children with Cancer: A Preliminary Investigation - PubMed,"              This pilot study examined changes in cancer-related post-traumatic stress symptoms (PTSS) across time for siblings of children with cancer. Siblings (N = 32; aged 8-18) completed a measure of anxiety, the Child PTSD Symptom Scale (CPSS), and the PTSD section of the Structured Clinical Interview for DSM-IV-TR (SCID) at twelve (SD = .9) and eighteen months (SD = 1.3) post-diagnosis. Moderate-to-severe PTSS was reported by 12 siblings (38%) at T1 and 7 (22%) at T2. Cluster analysis of PTSS data revealed five patterns: Few symptoms, stable across time (31%, n = 10); Mild symptoms, decreasing across time (16%, n = 5); Mild, stable symptoms (28%, n = 9); Moderate/severe symptoms, decreasing across time but remaining moderate (19%, n = 6); and Moderate/severe, stable symptoms (6%, n = 2). SCID data and anxiety scores distinguished siblings in the final two clusters from those with more favorable PTSS levels/trajectories. Additional research with larger samples is needed to validate these trajectories and examine factors that distinguish siblings with consistently elevated cancer-related PTSS from those with mild or significantly improving symptoms.          "
lemon balm,Salivary cortisol reveals overt and hidden anxiety in survivors of childhood cancer attending clinic - PubMed,"        Background:                    Symptoms of anxiety may arise from fear of cancer recurrence and memories of traumatic experiences during treatment. This study aimed to identify changes in mental health and cortisol, a biological marker of stress, associated with oncology surveillance clinic attendance.                  Methods:                    Adolescent and young adult (AYA) survivors of childhood cancer (aged 12-30 years, N = 46) attending a survivorship clinic were recruited. The State-Trait Anxiety Inventory, an anxiety self-rating and open answer question, and salivary cortisol collections were completed two weeks before and one day before clinic, on clinic day and two weeks after.                  Results:                    Trait anxiety scores were consistent with the normal population. State anxiety scores two weeks after clinic were significantly lower than baseline (p = 0.02). Cortisol diurnal slopes were flatter than baseline after clinic (p = 0.02). Evening cortisol levels were significantly higher than baseline two weeks post clinic (p = 0.02).                  Limitations:                    Combined results from biological and psychometric assessments can be difficult to interpret. Larger cohorts will further delineate cortisol pathway activity and distress in AYA cancer survivors.                  Conclusions:                    Psychometric evidence indicates that AYA survivors of childhood cancer perceive themselves to be less anxious after a survivorship clinic visit. Biological evidence, however, indicates a dysregulation of the hypothalamic-pituitary-adrenal axis which may be linked to clinic attendance. Weak correlations suggest that cortisol may not be a reliable indicator of self-perceived anxiety. This may be due to confounding lifestyle factors influencing the stress response or potential 'coping strategies' developed during past treatment experience which may, hypothetically, have masked self-perceived anxiety.          "
lemon balm,Physical activity and cognitive changes in younger women after breast cancer treatment - PubMed,"        Objectives:                    Studies indicate women aged 25-49 years previously treated for cancer report cognitive alterations. Good evidence indicates physical activity can be beneficial after cancer and might additionally benefit cognitive function. This short report presents data from a substudy of the Younger Women's Wellness after Cancer Program (YWWACP), which explored cognitive alterations and investigated potential associations between physical activity and cognitive function in participants in the YWWACP. The primary aim of this substudy was to determine in younger women previously treated for breast cancer (1) whether subjectively reported cognitive function changed over time and (2) if physical activity is associated with subjectively reported cognitive function, and if time had an impact on this.                  Methods:                    All participants had completed breast cancer treatment. Data were collected at baseline (n=41) and at 12 weeks. Measures assessed demographics, self-reported physical activity, cognitive function, sleep quality, stress, anxiety and depression using validated and reliable, subjectively reported instruments.                  Results:                    Cognitive function and physical activity scores increased across the time points, with cognitive function revealing a statistically significant increase over time (p=0.004). Statistical testing revealed that physical activity was not correlated with cognitive function and that change in physical activity was not correlated with change in cognitive function.                  Conclusion:                    These data provide early evidence that cognitive function and physical activity improved over time in this sample. However, interpretations of a correlation between physical activity and cognitive function should be made with caution, and future research would benefit from larger samples.          "
lemon balm,Intradialytic Laughter Yoga therapy for haemodialysis patients: a pre-post intervention feasibility study - PubMed,"        Background:                    Laughter Yoga consists of physical exercise, relaxation techniques and simulated vigorous laughter. It has been associated with physical and psychological benefits for people in diverse clinical and non-clinical settings, but has not yet been tested in a haemodialysis setting. The study had three aims: 1) to examine the feasibility of conducting Laughter Yoga for patients with end stage kidney disease in a dialysis setting; 2) to explore the psychological and physiological impact of Laughter Yoga for these patients; and 3) to estimate the sample size required for future research.                  Methods:                    Pre/post intervention feasibility study. Eighteen participants were recruited into the study and Laughter Yoga therapists provided a four week intradialytic program (30-min intervention three times per week). Primary outcomes were psychological items measured at the first and last Laughter Yoga session, including: quality of life; subjective wellbeing; mood; optimism; control; self-esteem; depression, anxiety and stress. Secondary outcomes were: blood pressure, intradialytic hypotensive episodes and lung function (forced expiratory volume). Dialysis nurses exposed to the intervention completed a Laughter Yoga attitudes and perceptions survey (n = 11). Data were analysed using IBM SPSS Statistics v22, including descriptive and inferential statistics, and sample size estimates were calculated using G*Power.                  Results:                    One participant withdrew from the study for medical reasons that were unrelated to the study during the first week (94 % retention rate). There were non-significant increases in happiness, mood, and optimism and a decrease in stress. Episodes of intradialytic hypotension decreased from 19 pre and 19 during Laughter Yoga to 4 post Laughter Yoga. There was no change in lung function or blood pressure. All nurses agreed or strongly agreed that Laughter Yoga had a positive impact on patients' mood, it was a feasible intervention and they would recommend Laughter Yoga to their patients. Sample size calculations for future research indicated that a minimum of 207 participants would be required to provide sufficient power to detect change in key psychological variables.                  Conclusions:                    This study provides evidence that Laughter Yoga is a safe, low-intensity form of intradialytic physical activity that can be successfully implemented for patients in dialysis settings. Larger studies are required, however, to determine the effect of Laughter Yoga on key psychological variables.                  Trial registration:                    Australian New Zealand Clinical Trials Registry - ACTRN12614001130651 . Registered 23 October 2014.          "
lemon balm,Availability of Emotional Support and Mental Health Care for Pediatric Residents - PubMed,"        Objective:                    Resident mental health (MH) problems can be associated with reduced empathy and increased medical errors. The Accreditation Council for Graduate Medical Education mandates resident MH support services, but it is unknown if these services are accessible and meet resident needs. We sought to describe the prevalence of anxiety and depression in current pediatric residents in New York State (NYS), and their self-reported use of and barriers to support services.                  Methods:                    We developed an online survey and distributed it to all categorical pediatric residents in 9 NYS programs. Items addressing self-concern for clinical anxiety and depression and use of MH services were pilot tested for content and construct validity. The validated Patient Health Questionnaire-2 (PHQ-2) measured depressive symptoms. Analyses used descriptive and chi-square tests.                  Results:                    Respondents included 227 residents (54% response rate) distributed across training levels and programs. Many reported ""often"" or ""almost always"" feeling stress (52%), physical exhaustion (41%), and mental exhaustion (35%); 11% had PHQ-2-defined depressive symptoms. Some thought that their stress levels raised concern for clinical depression (25%) or anxiety (28%); among these, only 44% and 39%, respectively, had sought care. More women reported physical exhaustion (P < .05). Only 45% of residents reported educational offerings on resident MH; 66% wanted to know more about available resources. Barriers to receipt of services included inflexible schedules (82%), guilt about burdening colleagues (65%), fear of confidentiality breach (46%), and difficulty identifying services (44%).                  Conclusions:                    Pediatric residents frequently experience MH symptoms, but many do not know about or use support services. Programs should enhance MH support by overcoming barriers and increasing resident awareness of services.          "
lemon balm,Cannabidiol and Sports Performance: a Narrative Review of Relevant Evidence and Recommendations for Future Research - PubMed,"              Cannabidiol (CBD) is a non-intoxicating cannabinoid derived from Cannabis sativa. CBD initially drew scientific interest due to its anticonvulsant properties but increasing evidence of other therapeutic effects has attracted the attention of additional clinical and non-clinical populations, including athletes. Unlike the intoxicating cannabinoid, Δ9-tetrahydrocannabinol (Δ9-THC), CBD is no longer prohibited by the World Anti-Doping Agency and appears to be safe and well-tolerated in humans. It has also become readily available in many countries with the introduction of over-the-counter ""nutraceutical"" products. The aim of this narrative review was to explore various physiological and psychological effects of CBD that may be relevant to the sport and/or exercise context and to identify key areas for future research. As direct studies of CBD and sports performance are is currently lacking, evidence for this narrative review was sourced from preclinical studies and a limited number of clinical trials in non-athlete populations. Preclinical studies have observed robust anti-inflammatory, neuroprotective and analgesic effects of CBD in animal models. Preliminary preclinical evidence also suggests that CBD may protect against gastrointestinal damage associated with inflammation and promote healing of traumatic skeletal injuries. However, further research is required to confirm these observations. Early stage clinical studies suggest that CBD may be anxiolytic in ""stress-inducing"" situations and in individuals with anxiety disorders. While some case reports indicate that CBD improves sleep, robust evidence is currently lacking. Cognitive function and thermoregulation appear to be unaffected by CBD while effects on food intake, metabolic function, cardiovascular function, and infection require further study. CBD may exert a number of physiological, biochemical, and psychological effects with the potential to benefit athletes. However, well controlled, studies in athlete populations are required before definitive conclusions can be reached regarding the utility of CBD in supporting athletic performance.          "
lemon balm,"The class-dimensional structure of PTSD before and after deployment to Iraq: Evidence from direct comparison of dimensional, categorical, and hybrid models - PubMed","              The assumption of specific etiology in posttraumatic stress disorder (PTSD) differentiates the disorder from most other psychiatric conditions. A 'risky test' of the assumption of specific etiology and resultant trauma-related symptom dimensions was conducted through structural modeling of PTSD symptoms in soldiers before (N=522) and after (n=423) a combat deployment to Iraq. If PTSD represents a discrete diagnostic entity that emerges after trauma exposure, we hypothesized either the number of latent classes should increase from pre- to post-deployment or symptom dimensions should qualitatively distinguish affected from unaffected classes following trauma exposure. Comparison of latent structural models revealed best fitting hybrid models for PTSD and depression with strong invariance of symptom dimensions across classes both before and after deployment and only quantitative (i.e., severity) differences between classes. These findings suggest PTSD is generally well-conceptualized as a dimensional syndrome worsened but not necessarily elicited by trauma exposure.           "
lemon balm,Efficacy of yoga for depressed postpartum women: A randomized controlled trial - PubMed,"        Background:                    Up to 20% of women experience postpartum depression (PPD). PPD is associated with anxiety and poor health-related quality of life (HRQOL). Efficacious treatments are critical; many women with PPD prefer complementary therapies. Thus, the current study examined yoga as a complementary therapy for PPD.                  Methods:                    Fifty-seven postpartum women with scores ≥12 on the Hamilton Depression Rating Scale were randomly assigned to a yoga (N = 28) or wait-list control (N = 29) group. The yoga intervention consisted of 16 classes over 8 weeks. Outcomes were depression, anxiety, and HRQOL.                  Results:                    The yoga group experienced significantly greater rate of improvement in depression, anxiety, and HRQOL, relative to the control group with moderate to large effects. Reliable Change Index analyses revealed that 78% of women in the yoga group experienced clinically significant change.                  Conclusion:                    These findings support yoga as a promising complementary therapy for PPD, and warrant large-scale replication studies.                  Trial registration:                    http://clinicaltrials.gov/NCT02213601.          "
lemon balm,"Plant-based medicines for anxiety disorders, part 2: a review of clinical studies with supporting preclinical evidence - PubMed","              Research in the area of herbal psychopharmacology has revealed a variety of promising medicines that may provide benefit in the treatment of general anxiety and specific anxiety disorders. However, a comprehensive review of plant-based anxiolytics has been absent to date. Thus, our aim was to provide a comprehensive narrative review of plant-based medicines that have clinical and/or preclinical evidence of anxiolytic activity. We present the article in two parts. In part one, we reviewed herbal medicines for which only preclinical investigations for anxiolytic activity have been performed. In this current article (part two), we review herbal medicines for which there have been both preclinical and clinical investigations of anxiolytic activity. A search of MEDLINE (PubMed), CINAHL, Scopus and the Cochrane Library databases was conducted (up to 28 October 2012) for English language papers using the search terms 'anxiety' OR 'anxiety disorder' OR 'generalized anxiety disorder' OR 'social phobia' OR 'post-traumatic stress disorder' OR 'panic disorder' OR 'agoraphobia' OR 'obsessive compulsive disorder' in combination with the search terms 'Herb*' OR 'Medicinal Plants' OR 'Botanical Medicine' OR 'Chinese herb*', in addition to individual herbal medicines. This search of the literature revealed 1,525 papers, of which 53 plants were included in the review (having at least one study using the whole plant extract). Of these plants, 21 had human clinical trial evidence (reviewed here in part two), with the other 32 having solely preclinical evidence (reviewed in part one). Support for efficacy was found for chronic use (i.e. greater than one day) of the following herbs in treating a range of anxiety disorders in human clinical trials: Piper methysticum, Matricaria recutita, Ginkgo biloba, Scutellaria lateriflora, Silybum marianum, Passiflora incarnata, Withania somniferum, Galphimia glauca, Centella asiatica, Rhodiola rosea, Echinacea spp., Melissa officinalis and Echium amoenum. For several of the plants studied, conclusions need to be tempered due to methodological issues such as small sample sizes, brief intervention durations and non-replication. Current evidence does not support Hypericum perforatum or Valeriana spp. for any anxiety disorder. Acute anxiolytic activity was found for Centella asiatica, Salvia spp., Melissa officinalis, Passiflora incarnata and Citrus aurantium. Bacopa monnieri has shown anxiolytic effects in people with cognitive decline. The therapeutic application of psychotropic plant-based treatments for anxiety disorders is also discussed, specifically Psychotria viridis and Banisteriopsis caarti (ayahuasca), Psilocybe spp. and cannabidiol-enriched (low tetrahydrocannabinol (Δ(9)-THC)) Cannabis spp.          "
lemon balm,"Effect of the fixed combination of valerian, lemon balm, passionflower, and butterbur extracts (Ze 185) on the prescription pattern of benzodiazepines in hospitalized psychiatric patients-A retrospective case-control investigation - PubMed","              Stress is an increasing problem that can result in various psychiatric and somatoform symptoms. Among others, benzodiazepines and valerian preparations are used to treat stress symptoms. The aim of this study was to investigate whether the prescription of a fixed herbal extract combination of valerian, lemon balm, passionflower, and butterbur (Ze 185) changes the prescription pattern of benzodiazepines in hospitalized psychiatric patients. In a retrospective case-control study, anonymized medical record data from 3,252 psychiatric in-house patients were analysed over a 3.5-year period. Cases (n = 1,548) with a prescription of Ze 185 and controls (n = 1,704) were matched by age, gender, hospitalization interval, and main International Classification of Diseases, Version 10 F-diagnoses. The primary objective was to investigate the effect of Ze 185 on the prescription pattern of benzodiazepines. Secondary objectives investigated the prescriptions of concomitant drugs and effectiveness of the hospital stay. Distribution of drug classes was analysed using the WHO's anatomic-therapeutic-chemical code. Data showed that both treatment modalities had a comparable clinical effectiveness but with significantly less prescriptions of benzodiazepines in the Ze 185 group (p = .006). This is of clinical importance because suitable alternatives to benzodiazepines are desirable. To obtain more support for this hypothesis, a dedicated randomized, controlled clinical trial monitoring drug safety is required.          "
lemon balm,Childhood psychological problems in school settings in rural Southern Africa - PubMed,"        Background:                    Many children can be exposed to multiple adversities in low and middle-income countries (LMICs) placing them at potential risk of psychological problems. However, there is a paucity of research using large representative cohorts examining the psychological adjustment of children in school settings in these countries. Children's psychological adjustment has been shown to affect educational progress which is critical for their future. This study, based in a rural, socio-economically disadvantaged area of South Africa, aimed to examine the prevalence of children's psychological problems as well as possible risk and protective factors.                  Methods:                    Rates of psychological problems in 10-12 year olds were examined using teacher- and child-report questionnaires. Data on children from 10 rural primary schools, selected by stratified random sampling, were linked to individual and household data from the Agincourt health and socio-demographic surveillance system collected from households over 15 years.                  Results:                    A total of 1,025 children were assessed. Teachers identified high levels of behavioural and emotional problems (41%). Children reported lower, but substantial rates of anxiety/depression (14%), and significant post-traumatic stress symptoms (24%); almost a quarter felt unsafe in school. Risk factors included being a second-generation former refugee and being from a large household. Protective factors highlight the importance of maternal factors, such as being more educated and in a stable partnership.                  Conclusion:                    The high levels of psychological problems identified by teachers are a serious public health concern, as they are likely to impact negatively on children's education, particularly given the large class sizes and limited resources in rural LMIC settings. Despite the high levels of risk, a proportion of children were managing well and research to understand resilience could inform interventions.          "
lemon balm,Learning and memory in rape victims with posttraumatic stress disorder - PubMed,"        Objective:                    Studies have shown memory deficits among combat veterans with posttraumatic stress disorder (PTSD); however, high rates of comorbid conditions, including alcoholism, make it difficult to definitively associate these findings with the PTSD diagnosis. In this study the authors examined memory functioning among rape survivors without alcoholism or substance abuse but with PTSD.                  Method:                    Rape victims with (N = 15) and without (N = 16) PTSD were compared to age- and education-matched nontraumatized comparison subjects (N = 16) on measures of learning and memory.                  Results:                    The subjects with PTSD performed significantly worse than the other groups on delayed free recall. The deficits were ameliorated by cueing and recognition testing.                  Conclusions:                    Recall deficits in noncombat PTSD patients strengthen the theory that memory deficits are associated with the PTSD diagnosis. The deficits were mild and were not attributable to comorbid depression, anxiety, or substance abuse.          "
lemon balm,The herbal extract ALS-L1023 from Melissa officinalis alleviates visceral obesity and insulin resistance in obese female C57BL/6J mice - PubMed,"        Ethnopharmacological relevance:                    Melissa officinalis L. (Labiatae; lemon balm) has traditionally been used as a medicinal herb to treat stress, anxiety, and insomnia. Current reports suggest that not only chronic stress stimulates angiogenesis, but angiogenesis also regulates adipogenesis and obesity. Because the herbal extract ALS-L1023 from Melissa officinalis inhibits angiogenesis, we hypothesized that ALS-L1023 could suppress visceral obesity and insulin resistance in obese female C57BL/6J mice, a mouse model of obese premenopausal women.                  Materials and methods:                    The mice were grouped and fed for 16 weeks as follows: 1) low-fat diet (LFD), 2) high-fat diet (HFD), or 3) HFD supplemented with 0.4 or 0.8% ALS-L1023. Variables and determinants of visceral obesity, insulin resistance, and pancreatic dysfunction were then assessed via blood analysis, histology, immunohistochemistry, and real-time polymerase chain reaction.                  Results:                    ALS-L1023 decreased weight gain, visceral adipocyte size, and serum lipid levels in HFD-fed obese mice. ALS-L1023 also normalized hyperglycemia and hyperinsulinemia and concomitantly reduced blood glucose levels during oral glucose tolerance tests. The pancreatic islet size and insulin-positive β-cell area were significantly reduced in ALS-L1023-treated mice compared with untreated obese controls, reaching a level similar to that of LFD-fed lean mice. ALS-L1023 suppressed pancreatic lipid accumulation, infiltration of inflammatory cells, and collagen levels. ALS-L1023 treatment altered the pancreatic expression of genes involved in steatosis, inflammation, and fibrosis.                  Conclusions:                    Our findings indicate that the herbal extract ALS-L1023 from Melissa officinalis not only inhibits visceral obesity, but also attenuates the increased fasting blood glucose, impaired glucose tolerance, and pancreatic dysfunction seen in female obese mice. These results suggest that ALS-L1023 may be effective in the prevention of visceral obesity and insulin resistance in obese premenopausal women.          "
lemon balm,Melissa officinalis L. hydro-alcoholic extract inhibits anxiety and depression through prevention of central oxidative stress and apoptosis - PubMed,"        New findings:                    What is the central question of this study? How does an extract of Melissa officinalis L. ameliorate anxiety- and depressive-like behaviour of mice? What is the main finding and its importance? An extract of Melissa officinalis L. possessed anxiolytic and anti-depressant effects, which could mainly be mediated through its antioxidant and anti-apoptotic properties.                  Abstract:                    This study evaluated the effects of a hydro-alcoholic extract of Melissa officinalis (HAEMO) on anxiety- and depressive-like behaviours, oxidative stress and apoptosis markers in restraint stress-exposed mice. In order to induce a depression-like model, mice were subjected to restraint stress (3 h day-1 for 14 days) and received normal saline or HAEMO (50, 75 and 150 mg kg-1 day-1 ) for 14 days. The administered doses of HAEMO were designated based on the concentration of one of the main phenolic compounds present in the extract, rosmarinic acid (2.55 mg kg-1 at lowest dose); other phytochemical analyses including assays for antioxidant activity, total phenols and flavonoids were also carried out. The behavioural changes in an open field task, elevated plus maze, tail suspension and forced swimming tests were evaluated. Also, malondialdehyde (MDA) levels and enzyme activities of superoxide dismutase and glutathione peroxidase, and total antioxidant capacity were assessed in the prefrontal cortex and hippocampus. Moreover, levels of Bcl-2, Bax and caspase 3 in the brain as well as serum concentration of corticosterone were evaluated. HAEMO (75 and 150 mg kg-1 ) significantly reversed anxiety- and depressive-like behaviours. Also, HAEMO reduced MDA levels, enhanced enzymatic antioxidant activities and restored serum levels of corticosterone. An immunoblotting analysis also demonstrated that HAEMO decreased levels of pro-apoptotic markers and increased anti-apoptotic protein levels in the prefrontal cortex and hippocampus of restraint stress-exposed mice. Our findings suggested that HAEMO reduced inflammation and had anxiolytic and antidepressant effects in mice.          "
lemon balm,Discriminatory power of a 25-item distress screening tool: a cross-sectional survey of 251 cancer survivors - PubMed,"        Objective:                    The objective was to test the discriminatory power of a 25-item distress screening tool for use among cancer survivors. We used a measure of item discrimination to determine which items perform better than others at identifying those at greatest risk of distress.                  Methods:                    A total of 251 members (90 % female, median age 57 years) of a community-based cancer support organization completed a web-based distress screening tool. Participants were asked to rate each of 25 items according to the question ""Today, how concerned are you about…?"" using a five-point Likert scale (0 not at all to 4 very seriously concerned). An overall distress score was calculated as the sum of items rated at or above two for somewhat concerned. Participants were categorized as high scorers (≥13, n = 59) and low scorers (≤4, n = 60). The item discrimination index (IDI) was calculated for each item as the percentage difference in concerned (somewhat or greater) responses between high and low scorers.                  Results:                    Items with the greatest discriminatory power (IDI ≥0.8) were as follows: changes or disruptions in work, school or home life; feeling sad or depressed; feeling too tired to do the things you need or want to do; worrying about the future and what lies ahead; and feeling nervous or afraid. Conversely, items with the lowest IDI included considering taking your own life; eating and nutrition; tobacco or substance use; and transportation to treatment and appointments.                  Conclusion:                    The results highlight, among 25 items of a community-based distress screening tool, items with the greatest discriminatory power to identify cancer survivors with psychosocial distress. Results suggest targeted screening items to identify those most at risk for distress and priority areas for support services.          "
lemon balm,Effects of a fixed herbal drug combination (Ze 185) to an experimental acute stress setting in healthy men - An explorative randomized placebo-controlled double-blind study - PubMed,"        Background:                    Considering the negative effects of stress on health, there is a growing interest in stress-reducing interventions. The present study examines the effects of a fixed combination of valerian, passion flower, lemon balm, and butterbur extracts (Ze 185) on biological and affective responses to a standardized psychosocial stress paradigm.                  Purpose:                    The aim of the present study was to investigate the efficacy of Ze 185 on cortisol and anxiety stress responses to acute psychosocial stress in healthy subjects.                  Study design:                    This study was a randomized, placebo-controlled, double blind study with 3 parallel groups.                  Methods:                    72 healthy male participants were randomized to 3 groups (Ze 185, placebo or no treatment) during 4 days prior to a standardized psychosocial stress paradigm. Principle outcomes were salivary cortisol and self-reported anxiety responses to stress assessed at the fourth day.                  Results:                    The stress paradigm induced significant and large cortisol and self-reported anxiety responses. Groups did not differ significantly in their salivary cortisol response to stress, but participants in the Ze 185 condition showed significantly attenuated responses in self-reported anxiety in comparison to placebo (F(3, 41) = 3.33, p = 0.03) and no treatment (F(3, 43) = 2.77, p = 0.05).                  Conclusion:                    The results show that Ze 185 significantly attenuated the subjective emotional stress response during an acute stress situation, without affecting biological stress responses. Given that a circumscribed biological stress response is to be considered as an adaptive mechanism, Ze 185 reduces self-reported anxiety response to stress without affecting assumingly adaptive biological stress responses.          "
lemon balm,Applying attachment theory to indecisiveness in hoarding disorder - PubMed,"              Research shows that individuals who experience distress when discarding their possessions are more indecisive than individuals who do not experience such difficulty. These individuals report more intense emotional responses and greater intolerance to distress when faced with a discarding task. The aim of this study was to determine whether an insecure attachment style contributes to indecisiveness among individuals with discarding difficulties and whether this association is mediated by emotional reactivity and distress intolerance. This study used a within-group cross-sectional design. One hundred fifty-six participants with clinically significant discarding problems (82.7% female; Mean age = 21.96, SD = 7.38) from a population of university students and community members completed self-report questionnaires that assessed severity of hoarding behaviours, insecure attachment styles, emotional reactivity, distress intolerance, and indecisiveness. Analyses revealed that an anxious attachment style was associated with greater indecisiveness, and this relationship was mediated by emotional reactivity, but not distress intolerance. Furthermore, avoidant attachment was not related to indecisiveness. Clinical interventions should consider the role of attachment styles in hoarding disorder and address emotional reactivity difficulties in treatment through the use of discarding exposures, as emotion plays an important role in these decision-making processes.          "
Passionflower,"Plant-based medicines for anxiety disorders, part 2: a review of clinical studies with supporting preclinical evidence - PubMed","              Research in the area of herbal psychopharmacology has revealed a variety of promising medicines that may provide benefit in the treatment of general anxiety and specific anxiety disorders. However, a comprehensive review of plant-based anxiolytics has been absent to date. Thus, our aim was to provide a comprehensive narrative review of plant-based medicines that have clinical and/or preclinical evidence of anxiolytic activity. We present the article in two parts. In part one, we reviewed herbal medicines for which only preclinical investigations for anxiolytic activity have been performed. In this current article (part two), we review herbal medicines for which there have been both preclinical and clinical investigations of anxiolytic activity. A search of MEDLINE (PubMed), CINAHL, Scopus and the Cochrane Library databases was conducted (up to 28 October 2012) for English language papers using the search terms 'anxiety' OR 'anxiety disorder' OR 'generalized anxiety disorder' OR 'social phobia' OR 'post-traumatic stress disorder' OR 'panic disorder' OR 'agoraphobia' OR 'obsessive compulsive disorder' in combination with the search terms 'Herb*' OR 'Medicinal Plants' OR 'Botanical Medicine' OR 'Chinese herb*', in addition to individual herbal medicines. This search of the literature revealed 1,525 papers, of which 53 plants were included in the review (having at least one study using the whole plant extract). Of these plants, 21 had human clinical trial evidence (reviewed here in part two), with the other 32 having solely preclinical evidence (reviewed in part one). Support for efficacy was found for chronic use (i.e. greater than one day) of the following herbs in treating a range of anxiety disorders in human clinical trials: Piper methysticum, Matricaria recutita, Ginkgo biloba, Scutellaria lateriflora, Silybum marianum, Passiflora incarnata, Withania somniferum, Galphimia glauca, Centella asiatica, Rhodiola rosea, Echinacea spp., Melissa officinalis and Echium amoenum. For several of the plants studied, conclusions need to be tempered due to methodological issues such as small sample sizes, brief intervention durations and non-replication. Current evidence does not support Hypericum perforatum or Valeriana spp. for any anxiety disorder. Acute anxiolytic activity was found for Centella asiatica, Salvia spp., Melissa officinalis, Passiflora incarnata and Citrus aurantium. Bacopa monnieri has shown anxiolytic effects in people with cognitive decline. The therapeutic application of psychotropic plant-based treatments for anxiety disorders is also discussed, specifically Psychotria viridis and Banisteriopsis caarti (ayahuasca), Psilocybe spp. and cannabidiol-enriched (low tetrahydrocannabinol (Δ(9)-THC)) Cannabis spp.          "
